term;type;url
"risk seeking";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b64e"
"route knowledge";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0afda"
"routine";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0afe6"
"rule";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0aff2"
"rule learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0affd"
"sadness";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b014"
"salience";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b020"
"schema";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b02c"
"search";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b037"
"selective attention";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b043"
"selective control";"concept";"http://www.cognitiveatlas.org/id/trm_557b4aa070c10"
"self control";"concept";"http://www.cognitiveatlas.org/id/trm_4ee8facd77dfc"
"self knowledge";"concept";"http://www.cognitiveatlas.org/id/trm_5154b39a3193d"
"self monitoring";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b05e"
"self talk";"concept";"http://www.cognitiveatlas.org/id/trm_4f4672db34a46"
"semantic categorization";"concept";"http://www.cognitiveatlas.org/id/trm_557b4ab076338"
"semantic category";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b06b"
"semantic information";"concept";"http://www.cognitiveatlas.org/id/trm_4d2201d530697"
"semantic knowledge";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b077"
"semantic memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b083"
"semantic network";"concept";"http://www.cognitiveatlas.org/id/trm_51838baad343e"
"Semantic priming";"concept";"http://www.cognitiveatlas.org/id/trm_5521a51034353"
"semantic processing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b87a"
"semantic working memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b08f"
"sense of body ownership";"concept";"http://www.cognitiveatlas.org/id/trm_4e5faabfe8ce3"
"sense of ownership";"concept";"http://www.cognitiveatlas.org/id/trm_4e5badf095692"
"sensitivity to change";"concept";"http://www.cognitiveatlas.org/id/trm_525d8e198e0da"
"sensory defensiveness";"concept";"http://www.cognitiveatlas.org/id/trm_525d8cd1c9cc3"
"sensory memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b09a"
"sentence comprehension";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b892"
"sentence processing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b89e"
"sentence production";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b8aa"
"sequence learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b0a6"
"serial learning";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b0b1"
"serial processing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b0bd"
"serial search";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b0c8"
"set shifting";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b607"
"shallow processing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b0df"
"shame";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b0eb"
"shape recognition";"concept";"http://www.cognitiveatlas.org/id/trm_553967f006b70"
"short term memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b0f7"
"skepticism";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b10e"
"skill";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b11a"
"skill acquisition";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b125"
"sleep";"concept";"http://www.cognitiveatlas.org/id/trm_5159c70d0e98e"
"social cognition";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b13d"
"social context";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b148"
"social inference";"concept";"http://www.cognitiveatlas.org/id/trm_5595be14a57c5"
"social intelligence";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b154"
"social motivation";"concept";"http://www.cognitiveatlas.org/id/trm_52090251db8c8"
"social phobia";"concept";"http://www.cognitiveatlas.org/id/trm_523e053844495"
"somatosensation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b160"
"source memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b18f"
"source monitoring";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b19b"
"spatial ability";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b1a6"
"spatial attention";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b1b2"
"spatial cognition";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b1bd"
"spatial localization";"concept";"http://www.cognitiveatlas.org/id/trm_5519bb7767d98"
"spatial memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b1d5"
"spatial selective attention";"concept";"http://www.cognitiveatlas.org/id/trm_557b4abe521af"
"spatial working memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b1e0"
"speech perception";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b1f7"
"speech processing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b238"
"speech production";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b247"
"spontaneous recovery";"concept";"http://www.cognitiveatlas.org/id/trm_5024002a85b1f"
"spreading activation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b26d"
"stereopsis";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b279"
"stereotypes";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b285"
"stimulus detection";"concept";"http://www.cognitiveatlas.org/id/trm_5519b80525e89"
"story comprehension";"concept";"http://www.cognitiveatlas.org/id/trm_55c6f58e77fbe"
"strategy";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b29c"
"Strength";"concept";"http://www.cognitiveatlas.org/id/trm_50eb5469ba37a"
"stress";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b2a8"
"string maintenance";"concept";"http://www.cognitiveatlas.org/id/trm_557b4acdee820"
"subconscious";"concept";"http://www.cognitiveatlas.org/id/trm_4d21e9a7dd8ca"
"subjective food value";"concept";"http://www.cognitiveatlas.org/id/trm_559f09a5cdca9"
"subjective value judgment";"concept";"http://www.cognitiveatlas.org/id/trm_558c736199abd"
"sublexical route";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b2b4"
"subliminal perception";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b2bf"
"suicidal ideation";"concept";"http://www.cognitiveatlas.org/id/trm_52583e8a46ded"
"supervisory attentional system";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b2fa"
"Surface dyslexia";"concept";"http://www.cognitiveatlas.org/id/trm_55e1b27f5655e"
"surprise";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b306"
"sustained attention";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b311"
"synchrony perception";"concept";"http://www.cognitiveatlas.org/id/trm_4e31e6dca01ca"
"syntactic parsing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b340"
"syntactic processing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b34b"
"syntax";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b357"
"tactile working memory";"concept";"http://www.cognitiveatlas.org/id/trm_4e416f1373936"
"task difficulty";"concept";"http://www.cognitiveatlas.org/id/trm_557b4add1837e"
"task set";"concept";"http://www.cognitiveatlas.org/id/trm_4c3e0646a2408"
"task switching";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b613"
"taste aversion";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b363"
"test term";"concept";"http://www.cognitiveatlas.org/id/trm_4a7b128b8b2d0"
"text comprehension";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b37a"
"text processing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b386"
"theory of mind";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b392"
"thermosensation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b39d"
"thought";"concept";"http://www.cognitiveatlas.org/id/trm_4fa295124a375"
"tone recognition";"concept";"http://www.cognitiveatlas.org/id/trm_55b6b8b8e7870"
"tongue response execution";"concept";"http://www.cognitiveatlas.org/id/trm_55b6b98b88f45"
"tool maintenance";"concept";"http://www.cognitiveatlas.org/id/trm_557b4aeaeb744"
"top down processing";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b3cb"
"trait anxiety";"concept";"http://www.cognitiveatlas.org/id/trm_50aff037c389f"
"transduction";"concept";"http://www.cognitiveatlas.org/id/trm_50297454e516b"
"traumatic memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b3ef"
"uncertainty";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b3fa"
"unconscious perception";"concept";"http://www.cognitiveatlas.org/id/trm_4feb44e5ae25b"
"unconscious process";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b406"
"understanding mental states";"concept";"http://www.cognitiveatlas.org/id/trm_5159c0a633cda"
"unisensory";"concept";"http://www.cognitiveatlas.org/id/trm_4e31d365bc7e2"
"updating";"concept";"http://www.cognitiveatlas.org/id/trm_4c3e05903e4bb"
"utility";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b412"
"valence";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b429"
"vection";"concept";"http://www.cognitiveatlas.org/id/trm_500d8aef38f2c"
"verbal fluency";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b44c"
"verbal memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b457"
"vestibular control";"concept";"http://www.cognitiveatlas.org/id/trm_50f382d7abdff"
"visual acuity";"concept";"http://www.cognitiveatlas.org/id/trm_500d8bcf5f29a"
"visual angle";"concept";"http://www.cognitiveatlas.org/id/trm_500d8c8fcc520"
"visual attention";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b46f"
"visual awareness";"concept";"http://www.cognitiveatlas.org/id/trm_4ff36d79c26c6"
"visual body recognition";"concept";"http://www.cognitiveatlas.org/id/trm_557b4af7cc1cb"
"visual buffer";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b47b"
"visual color discrimination";"concept";"http://www.cognitiveatlas.org/id/trm_557b4b05ae470"
"visual face recognition";"concept";"http://www.cognitiveatlas.org/id/trm_557b4b154e0d9"
"visual form discrimination";"concept";"http://www.cognitiveatlas.org/id/trm_557b4b27dfd5e"
"visual form recognition";"concept";"http://www.cognitiveatlas.org/id/trm_557b4b3a6a34d"
"visual imagery";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b487"
"visual letter recognition";"concept";"http://www.cognitiveatlas.org/id/trm_558c7439832d9"
"visual localization";"concept";"http://www.cognitiveatlas.org/id/trm_5519b92bde7dc"
"visual masking";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b492"
"visual memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b49e"
"visual number recognition";"concept";"http://www.cognitiveatlas.org/id/trm_557b4b47d994a"
"visual object detection";"concept";"http://www.cognitiveatlas.org/id/trm_557b4b56de455"
"visual object maintenance";"concept";"http://www.cognitiveatlas.org/id/trm_559f0986182cc"
"visual object recognition";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b4a9"
"visual orientation";"concept";"http://www.cognitiveatlas.org/id/trm_502ad54c11389"
"visual pattern recognition";"concept";"http://www.cognitiveatlas.org/id/trm_557b4b652cbec"
"visual perception";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b4b5"
"visual place recognition";"concept";"http://www.cognitiveatlas.org/id/trm_557b4b7e68727"
"visual pseudoword recognition";"concept";"http://www.cognitiveatlas.org/id/trm_558c73f3c8c6f"
"visual recognition";"concept";"http://www.cognitiveatlas.org/id/trm_557b4b7176394"
"visual representation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b4c1"
"visual search";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b4cd"
"visual sentence recognition";"concept";"http://www.cognitiveatlas.org/id/trm_558c7b5228ed4"
"visual string recognition";"concept";"http://www.cognitiveatlas.org/id/trm_55ef1fd2bc418"
"visual tool recognition";"concept";"http://www.cognitiveatlas.org/id/trm_557b4b8cd05ca"
"visual word recognition";"concept";"http://www.cognitiveatlas.org/id/trm_557b4b9ccdc4a"
"visual working memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b4d8"
"visuospatial sketch pad";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b507"
"vocal response execution";"concept";"http://www.cognitiveatlas.org/id/trm_55ef3ba010121"
"wisdom";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b530"
"word comprehension";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b548"
"word generation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b55f"
"word maintenance";"concept";"http://www.cognitiveatlas.org/id/trm_557b4bb7cf05b"
"word order";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b56b"
"word pronunciation";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b583"
"word recognition";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b58f"
"word repetition";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b59b"
"working memory";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0b5a7"
"working memory maintenance";"concept";"http://www.cognitiveatlas.org/id/trm_55b6b9d7c9435"
"working memory retrieval";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ba6c"
"working memory storage";"concept";"http://www.cognitiveatlas.org/id/trm_4a3fd79d0ba77"
"working memory updating";"concept";"http://www.cognitiveatlas.org/id/trm_55b6b9a666604"
"worldview";"concept";"http://www.cognitiveatlas.org/id/trm_4f46753b8be4f"
