id;id_user;id_term;condition_text; condition_description; event_stamp
"con_4ebd5af004f7e";"usr_4cf5de07654c8";"trm_4ebd47b8bab6b";"Chair";"Images of chairs";"2011-11-11 17:27:12"
"con_4ebd5afbab5b2";"usr_4cf5de07654c8";"trm_4ebd47b8bab6b";"Face";"Images of faces";"2011-11-11 17:27:23"
"con_4ebd5c919bc58";"usr_4cf5de07654c8";"trm_4ebd44cd88360";"EE-Concrete-Repeat";"Repeated concrete English word (first seen in English)";"2011-11-11 17:34:09"
"con_4ebd5d114a4ec";"usr_4cf5de07654c8";"trm_4ebd44cd88360";"ES-Abstract-Repeat";"Repeated abstract Spanish word (first seen in English)";"2011-11-11 17:36:17"
"con_4ebd69416a180";"usr_4cf5de07654c8";"trm_4ebc9d2e397f2";"Junk single-task items";"Single task items on which the subject did not respond or made an error";"2011-11-11 18:28:17"
"con_4ebd697931d91";"usr_4cf5de07654c8";"trm_4ebc9d2e397f2";"Junk dual-task items";"Dual task items on which the subject did not respond or made an error";"2011-11-11 18:29:13"
"con_4ebd6c63c9327";"usr_4cf5de07654c8";"trm_4ebd44cd88360";"ES-Concrete-Repeat";"Repeated concrete Spanish word (first seen in English) ";"2011-11-11 18:41:39"
"con_4ebd6ca71ac1f";"usr_4cf5de07654c8";"trm_4ebd44cd88360";"SE-Abstract-Repeat";"Repeated abstract English word (first seen in Spanish)";"2011-11-11 18:42:47"
"con_4ebd6d2831524";"usr_4cf5de07654c8";"trm_4ebd44cd88360";"SE-Concrete-Repeat";"Repeated concrete English word (first seen in Spanish)";"2011-11-11 18:44:56"
"con_4ebd6dbecfcad";"usr_4cf5de07654c8";"trm_4ebd44cd88360";"SS-Abstract-Repeat";"Repeated abstract Spanish word (first seen in Spanish)";"2011-11-11 18:47:26"
"con_4ebd6de3528c0";"usr_4cf5de07654c8";"trm_4ebd44cd88360";"SS-Concrete-Repeat";"Repeated abstract Spanish word (first seen in Spanish)";"2011-11-11 18:48:03"
"con_4ebd8d721c4dc";"usr_4cf5de07654c8";"tsk_4a57abb949a4f";"Congruent Correct";"the participant is shown a stimulus flanked by some congruent image (the same letter or number as the stimulus or arrows pointing in the same direction as the target stimulus) and makes a correct response";"2011-11-11 21:02:42"
"con_4ebd8ded947c1";"usr_4cf5de07654c8";"tsk_4a57abb949a4f";"Congruent Incorrect";"the participant is shown a stimulus flanked by some congruent image (the same letter or number as the stimulus or arrows pointing in the same direction as the target stimulus) and makes an incorrect response";"2011-11-11 21:04:45"
"con_4ebd8e0b9844c";"usr_4cf5de07654c8";"tsk_4a57abb949a4f";"Incongruent Correct";"the participant is shown a stimulus flanked by incongruent images (different letters or numbers or arrows pointing in the opposite direction) and makes a correct response";"2011-11-11 21:05:15"
"con_4ebd8e2098713";"usr_4cf5de07654c8";"tsk_4a57abb949a4f";"Incongruent Incorrect";"the participant is shown a stimulus flanked by incongruent images (different letters or numbers or arrows pointing in the opposite direction) and makes an incorrect response";"2011-11-11 21:05:36"
"con_4edcf376a11cb";"usr_4cf5de07654c8";"trm_4da4b203ad5ae";"Go trials - critical";"Go trial on which the response corresponds to the one that should be inhibited on stop trials";"2011-12-05 16:38:14"
"con_4edcf39c3717e";"usr_4cf5de07654c8";"trm_4da4b203ad5ae";"Go trials - noncritical";"Go trial on which the response corresponds to the one that should not be inhibited on stop trials";"2011-12-05 16:38:52"
"con_4edcf3d070d1c";"usr_4cf5de07654c8";"trm_4da4b203ad5ae";"Successful stop";"Stop trial on which subjects successfully inhibit";"2011-12-05 16:39:44"
"con_4edcf401c4af4";"usr_4cf5de07654c8";"trm_4da4b203ad5ae";"Failed stop trial - critical";"Trials on which a stop signal was presented and the response was the critical one (i.e., the one that should be inhibited)";"2011-12-05 16:40:33"
"con_4edcf41fb3c07";"usr_4cf5de07654c8";"trm_4da4b203ad5ae";"Failed stop trial - noncritical";"Trials on which a stop signal was presented and the response was the noncritical one (i.e., the one that should not be inhibited)";"2011-12-05 16:41:03"
"con_4edcf52c2e669";"usr_4cf5de07654c8";"trm_4da4b203ad5ae";"Junk trial";"Go trial on which subject fails to respond or responds incorrectly";"2011-12-05 16:45:32"
"con_4f4182c4c2814";"usr_49a467bf4e0db";"tsk_4a57abb9499ff";"correct recall";"";"2012-02-19 23:16:20"
"con_4ffc9bb00438e";"usr_49a467bf4e0db";"trm_4d559bcd67c18";"pump";"The participant chooses to pump the balloon";"2012-07-10 21:16:32"
"con_4ffc9be8c0792";"usr_49a467bf4e0db";"trm_4d559bcd67c18";"cash-out";"The participant decides to stop pumping and put current earnings into the bank.";"2012-07-10 21:17:28"
"con_4ffc9c54be174";"usr_49a467bf4e0db";"trm_4d559bcd67c18";"control pump";"The participant pumps a control balloon which has no reward associated with it";"2012-07-10 21:19:16"
"con_50047c8de6910";"usr_4f177506dde77";"trm_4f244f997615c";"in-phase";"movement is consistent between hands";"2012-07-16 20:41:49"
"con_50047c958d589";"usr_4f177506dde77";"trm_4f244f997615c";"out-of-phase";"movement is different between hands";"2012-07-16 20:41:57"
"con_50049a5650899";"usr_4f177506dde77";"trm_4f24492504ca0";"invariant";"distractor stimuli locations repeated across blocks within a session";"2012-07-16 22:48:54"
"con_50049a912aa4e";"usr_4f177506dde77";"trm_4f24492504ca0";"variable";"distractor stimuli locations generated anew for each block within a session";"2012-07-16 22:49:53"
"con_50049f59bd0fb";"usr_4f177506dde77";"trm_4da631be60291";"congruent";"";"2012-07-16 23:10:17"
"con_50049f664e93b";"usr_4f177506dde77";"trm_4da631be60291";"incongruent";"";"2012-07-16 23:10:30"
"con_50049f6d1e831";"usr_4f177506dde77";"trm_4da631be60291";"neutral";"";"2012-07-16 23:10:37"
"con_5005c166b72f1";"usr_4f177506dde77";"trm_4da633fe917c4";"consistent";"number is in a circle whose color follows the pattern specified";"2012-07-17 19:47:50"
"con_5005c17b31d31";"usr_4f177506dde77";"trm_4da633fe917c4";"inconsistent";"number is in a circle whose color does not follow the pattern specified";"2012-07-17 19:48:11"
"con_5005c1fa09530";"usr_4f177506dde77";"trm_4da633fe917c4";"part 1";"participant is to make pencil line connections in numerical order between 25 encircled numbers which are randomly arranged; odd numbers are in pink and even numbers are in yellow";"2012-07-17 19:50:18"
"con_5005c260d8671";"usr_4f177506dde77";"trm_4da633fe917c4";"part 2";"all numbers 1-25 are shown twice, once in pink and once in yellow; participant is to connect in sequential order and to alternate between colors, ignoring circled numbers out of pattern";"2012-07-17 19:52:00"
"con_500707ba5da67";"usr_4f177506dde77";"trm_4da87e9c79847";"synonymous";"word played in unattended channel is synonymous with that being played concurrently in attended channel";"2012-07-18 19:00:10"
"con_500707e2b72c6";"usr_4f177506dde77";"trm_4da87e9c79847";"associated";"word played in unattended channel is related to but not synonymous with that being played concurrently in attended channel";"2012-07-18 19:00:50"
"con_500708152c906";"usr_4f177506dde77";"trm_4da87e9c79847";"unassociated";"word being played in unattended channel is entirely unrelated to that being played concurrently in attended channel";"2012-07-18 19:01:41"
"con_50070cba6b797";"usr_4f177506dde77";"trm_4fba857ad04ac";"identical";"second number is identical to the first";"2012-07-18 19:21:30"
"con_50070cd634c82";"usr_4f177506dde77";"trm_4fba857ad04ac";"false alarm";"second number is similar to the first in composition and order, but one digit is different";"2012-07-18 19:21:58"
"con_50070cea20c7b";"usr_4f177506dde77";"trm_4fba857ad04ac";"different";"second number is dissimilar from first";"2012-07-18 19:22:18"
"con_50070ef8a9847";"usr_4f177506dde77";"trm_4fba85a597ca9";"identical";"second number is identical to the first";"2012-07-18 19:31:04"
"con_50070f0e8bf1e";"usr_4f177506dde77";"trm_4fba85a597ca9";"false alarm";"second number is similar to the first in composition and order, but one digit is different";"2012-07-18 19:31:26"
"con_50070f1e1f5b9";"usr_4f177506dde77";"trm_4fba85a597ca9";"different";"second number is dissimilar from first";"2012-07-18 19:31:42"
"con_50071245a130e";"usr_4f177506dde77";"trm_4dadbe225bdf1";"short";"delay of 5 seconds";"2012-07-18 19:45:09"
"con_5007125352caa";"usr_4f177506dde77";"trm_4dadbe225bdf1";"long";"delay of 60 seconds";"2012-07-18 19:45:23"
"con_5007126a901e8";"usr_4f177506dde77";"trm_4dadbe225bdf1";"one cue";"one dot-shaped cue appears at a time";"2012-07-18 19:45:46"
"con_50071276b50c8";"usr_4f177506dde77";"trm_4dadbe225bdf1";"two cues";"two dot-shaped cues appear at a time";"2012-07-18 19:45:58"
"con_50071a37b1d5d";"usr_4f177506dde77";"trm_4da89077f19ae";"standard";"participants are shown an 8.5&#34;x11&#34; sheet of paper with a 15cm x 10cm array of numbers and are instructed to cross out specific numbers";"2012-07-18 20:19:03"
"con_50071a8868d23";"usr_4f177506dde77";"trm_4da89077f19ae";"distraction";"like standard except that participants are to ignore numbers being read aloud at a rate of 1/s through earphones while completing the task";"2012-07-18 20:20:24"
"con_5007214ea57b0";"usr_4f177506dde77";"trm_4da86c2a70a7d";"valid";"probe is preceded by specified cue";"2012-07-18 20:49:18"
"con_50072163abcd6";"usr_4f177506dde77";"trm_4da86c2a70a7d";"invalid";"probe is preceded by non-specified cue";"2012-07-18 20:49:39"
"con_5007230227b63";"usr_4f177506dde77";"trm_4da634216ebbc";"control";"each task performed individually";"2012-07-18 20:56:34"
"con_5007231499001";"usr_4f177506dde77";"trm_4da634216ebbc";"dual";"tasks performed simultaneously";"2012-07-18 20:56:52"
"con_500ed40dee3f2";"usr_4f177506dde77";"trm_4f244d64e45bc";"experimental";"a distractor from the prime trial is the target in the test trial";"2012-07-24 16:57:49"
"con_500ed43a992dc";"usr_4f177506dde77";"trm_4f244d64e45bc";"control";"neither targets nor distractors are repeated across trials";"2012-07-24 16:58:34"
"con_500edb7bb2eba";"usr_4f177506dde77";"trm_4da88b17b985b";"1 syllable";"";"2012-07-24 17:29:31"
"con_500edb831bf11";"usr_4f177506dde77";"trm_4da88b17b985b";"2 syllables";"";"2012-07-24 17:29:39"
"con_500edb89d30bb";"usr_4f177506dde77";"trm_4da88b17b985b";"3 syllables";"";"2012-07-24 17:29:45"
"con_500edba4a9d54";"usr_4f177506dde77";"trm_4da88b17b985b";"4 syllables";"";"2012-07-24 17:30:12"
"con_500f1c07cfd4d";"usr_4f177506dde77";"trm_4f24572cb42e4";"Arabic";"numberals are represented in the Arabic system";"2012-07-24 22:04:55"
"con_500f1c258ac99";"usr_4f177506dde77";"trm_4f24572cb42e4";"verbal";"numerals are represented as words ";"2012-07-24 22:05:25"
"con_500f2884d0343";"usr_4f177506dde77";"trm_4f24479b0db8f";"wordlike";"nonwords more closely resemble real words";"2012-07-24 22:58:12"
"con_500f28a8b2663";"usr_4f177506dde77";"trm_4f24479b0db8f";"less wordlike";"nonwords less closely resemble real words";"2012-07-24 22:58:48"
"con_5016d64fde9f0";"usr_4f177506dde77";"trm_4dadbfd771a54";"congruent";"name matches drawing";"2012-07-30 18:45:35"
"con_5016d65d3d127";"usr_4f177506dde77";"trm_4dadbfd771a54";"incongruent";"name does not match drawing";"2012-07-30 18:45:49"
"con_5016ec35ef530";"usr_4f177506dde77";"trm_4f244860c702c";"time-based";"remembering to perform task in specified intervals";"2012-07-30 20:19:01"
"con_5016ec5405d68";"usr_4f177506dde77";"trm_4f244860c702c";"event-based";"remembering to perform task after a specified event";"2012-07-30 20:19:32"
"con_5016ec67d0741";"usr_4f177506dde77";"trm_4f244860c702c";"high importance";"task described as more important than alternative task";"2012-07-30 20:19:51"
"con_5016ecccbb23a";"usr_4f177506dde77";"trm_4f244860c702c";"low importance";"task described as less important than alternative task";"2012-07-30 20:21:32"
"con_5016ed2c51295";"usr_4f177506dde77";"trm_4f244860c702c";"normal";"participant is only given prospective memory tasks";"2012-07-30 20:23:08"
"con_5016ed5b9d173";"usr_4f177506dde77";"trm_4f244860c702c";"demanding";"participant performs prospective memory task and a competing task (e.g. listening for a digit named in an auditory stream)";"2012-07-30 20:23:55"
"con_50183cc26e109";"usr_4f177506dde77";"trm_4f2456932f11b";"related";"prime is related to target";"2012-07-31 20:14:58"
"con_50183cd33de35";"usr_4f177506dde77";"trm_4f2456932f11b";"unrelated";"prime is unrelated to target";"2012-07-31 20:15:15"
"con_50183ce33eec5";"usr_4f177506dde77";"trm_4f2456932f11b";"identical";"prime is identical to target";"2012-07-31 20:15:31"
"con_50183e7dbc0ec";"usr_4f177506dde77";"trm_4f2456932f11b";"unprimed";"only target is presented";"2012-07-31 20:22:21"
"con_501859fc9af83";"usr_4f177506dde77";"trm_4da86cdbd9eeb";"target infrequent";"the first half of the test, in which the target:nontarget ratio is 1:3.5";"2012-07-31 22:19:40"
"con_50185a2f8cbc5";"usr_4f177506dde77";"trm_4da86cdbd9eeb";"target frequent";"the second half of the test, in which the target:nontarget ratio is 3.5:1";"2012-07-31 22:20:31"
"con_502014153aa0b";"usr_4f177506dde77";"trm_4f244a88013ae";"amnesic";"participants have severely impaired declarative memory";"2012-08-06 18:59:33"
"con_50203ad19317b";"usr_4f177506dde77";"trm_4f245326e2eaf";"walker";"points of light move at a rate and in a direction generated by an algorithm approximating human walking";"2012-08-06 21:44:49"
"con_50203b19cc8ea";"usr_4f177506dde77";"trm_4f245326e2eaf";"scrambled walker";"point of light mirror the direction and speed of walker points, but their x or y coordinates are randomly shifted";"2012-08-06 21:46:01"
"con_50215d7c5e1bb";"usr_4f177506dde77";"trm_4d54b2cc0f943";"ascending";"possible bets start low and increase over time";"2012-08-07 18:25:00"
"con_50215d9130bbd";"usr_4f177506dde77";"trm_4d54b2cc0f943";"descending";"bets start high and decrease over time";"2012-08-07 18:25:21"
"con_5022e5a2e1b2f";"usr_4f177506dde77";"trm_4fb4175126374";"meditation";"participant performs meditation of a specific subtype";"2012-08-08 22:18:10"
"con_5022f1292501d";"usr_4f177506dde77";"trm_4fb4175126374";"control";"participant performs engages in an analogous activity";"2012-08-08 23:07:21"
"con_50240f36c3eb2";"usr_4f177506dde77";"trm_50240f06af135";"positive reinforcement";"behavior is followed by grant of a rewarding stimulus";"2012-08-09 19:27:50"
"con_50240f820328f";"usr_4f177506dde77";"trm_50240f06af135";"negative reinforcement";"behavior is followed by removal of an aversive stimulus";"2012-08-09 19:29:06"
"con_50240fc4ca92e";"usr_4f177506dde77";"trm_50240f06af135";"positive punishment";"behavior is followed by grant of an aversive stimulus";"2012-08-09 19:30:12"
"con_50240fdd1ff57";"usr_4f177506dde77";"trm_50240f06af135";"negative punishment";"behavior is followed by removal of a rewarding stimulus";"2012-08-09 19:30:37"
"con_50242136e2a98";"usr_4f177506dde77";"trm_502420a682976";"N (neutral)";"no aversive stimulus presented";"2012-08-09 20:44:38"
"con_5024215793bcc";"usr_4f177506dde77";"trm_502420a682976";"P (predictable)";"aversive stimulus only presented after a specific cue";"2012-08-09 20:45:11"
"con_5024217433505";"usr_4f177506dde77";"trm_502420a682976";"U (unpredictable)";"aversive stimulus presented without relationship to cue";"2012-08-09 20:45:40"
"con_50242249c5047";"usr_4f177506dde77";"trm_502420a682976";"cued";"segment within a given trial (either N, P, or U) during which cue is present";"2012-08-09 20:49:13"
"con_502422595ada7";"usr_4f177506dde77";"trm_502420a682976";"uncued";"segment within a given trial (either N, P, or U) during which cue is absent";"2012-08-09 20:49:29"
"con_50295964c90b4";"usr_4f177506dde77";"trm_4f2457454e458";"subitizing";"the number of items to be counted is below a threshold above which participants must actively count, typically less than 4";"2012-08-13 19:45:40"
"con_502959925374c";"usr_4f177506dde77";"trm_4f2457454e458";"counting";"the number of items is past a certain threshold beyond which participants must actively count, typically >4";"2012-08-13 19:46:26"
"con_50295b35edd59";"usr_4f177506dde77";"trm_4f2457454e458";"low load";"items to be counted are appraised for one feature (e.g. color or arrangement)";"2012-08-13 19:53:25"
"con_50295b3ccdd3d";"usr_4f177506dde77";"trm_4f2457454e458";"high load";"items to be counted are appraised for more than one feature (e.g. color and arrangement)";"2012-08-13 19:53:32"
"con_502985c73076c";"usr_4f177506dde77";"trm_502985b4baaed";"method of limits";"";"2012-08-13 22:55:03"
"con_502985cece499";"usr_4f177506dde77";"trm_502985b4baaed";"staircase method";"";"2012-08-13 22:55:10"
"con_502a99f58d5d3";"usr_4f177506dde77";"trm_4f244ad7dcde7";"random";"some proportion of dots is moving in a particular motion while the rest move randomly";"2012-08-14 18:33:25"
"con_502a9a6a70396";"usr_4f177506dde77";"trm_4f244ad7dcde7";"";"dots other than those in target array move in a specific direction";"2012-08-14 18:35:22"
"con_504ca95bcec8c";"usr_49a467bf4e0db";"trm_4c40d10cd776e";"operation span";"Presentation of mathematical verification followed by word";"2012-09-09 14:36:11"
"con_50b55df0387fb";"usr_4de5345b3b6a8";"trm_50b55d8a6da00";"sleep deprived";"the subjects have not had adequate sleep for one or more nights";"2012-11-28 00:42:24"
"con_50b55e45ba1cb";"usr_4de5345b3b6a8";"trm_50b55d8a6da00";"controls";"the subjects get adequate sleep or have not undergone neurobehavioral change";"2012-11-28 00:43:49"
"con_50b66686e34f2";"usr_4de5345b3b6a8";"trm_50b6660b1b847";"congruent";"the associations are congruent with the participant&#39;s beliefs (i.e. negative words are associated with obesity when the participant has an implicit bias against the obese)";"2012-11-28 19:31:18"
"con_50b666a40f0c3";"usr_4de5345b3b6a8";"trm_50b6660b1b847";"incongruent";"the associations are incongruent with the participant&#39;s beliefs (i.e. positive words are associated with obesity when the participant has an implicit bias against the obese)";"2012-11-28 19:31:48"
"con_50df0bc1ce0ae";"usr_50dedbcfb78f2";"trm_50df0b8e9dfa6";"threat-congruent";"trials where a threat stimulus appears in the same spatial location as a probe";"2012-12-29 15:26:57"
"con_50df0bed9919f";"usr_50dedbcfb78f2";"trm_50df0b8e9dfa6";"threat-incongruent";"trial where a threat appears on the opposite spatial hemi-field as a probe";"2012-12-29 15:27:41"
"con_50df0c0a20ea1";"usr_50dedbcfb78f2";"trm_50df0b8e9dfa6";"reward-congruent";"trials where a positive-valence stimulus appears in the same sptial location as a probe";"2012-12-29 15:28:10"
"con_50df0c24926ec";"usr_50dedbcfb78f2";"trm_50df0b8e9dfa6";"reward-incongruent";"trials where a positive stimulus appears on the opposite spatial hemi-field as a probe";"2012-12-29 15:28:36"
"con_50df0c3a6aa52";"usr_50dedbcfb78f2";"trm_50df0b8e9dfa6";"neutral";"trials where a probe follows two identical neutral stimuli";"2012-12-29 15:28:58"
"con_50df0eb2562c4";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Valid HC-Hit Cue";"valid cue where following object was a subsequent high confidence hit";"2012-12-29 15:39:30"
"con_50df0ed536d9d";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Valid HC-Hit Obj";"object that was a subsequent high confidence hit and that followed a valid cue";"2012-12-29 15:40:05"
"con_50df0eeeee5b6";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Valid LC-Hit Cue";"valid cue where following object was a subsequent low confidence hit";"2012-12-29 15:40:30"
"con_50df0f098f736";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Valid LC-Hit Obj";"object that was a subsequent low confidence hit and that followed a valid cue";"2012-12-29 15:40:57"
"con_50df0f215cb96";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Valid Miss Cue";"valid cue where following object was a subsequent miss";"2012-12-29 15:41:21"
"con_50df0f36c245d";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Valid Miss Obj";"object that was a subsequent miss and that followed a valid cue";"2012-12-29 15:41:42"
"con_50df0f4e0b601";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Invalid HC-Hit Cue";"invalid cue where following object was a subsequent high confidence hit";"2012-12-29 15:42:06"
"con_50df0f64eaf31";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Invalid HC-Hit Obj";"object that was a subsequent high confidence hit and that followed an invalid cue";"2012-12-29 15:42:28"
"con_50df0f7c63c57";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Invalid LC-Hit Cue";"invalid cue where following object was a subsequent low confidence hit";"2012-12-29 15:42:52"
"con_50df0f9232e1f";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Invalid LC-Hit Obj";"object that was a subsequent low confidence hit and that followed an invalid cue";"2012-12-29 15:43:14"
"con_50df0fa9cc5ad";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Invalid Miss Cue";"invalid cue where following object was a subsequent miss";"2012-12-29 15:43:37"
"con_50df0fbf22cb6";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Invalid Miss Obj";"object that was a subsequent miss and that followed an invalid cue";"2012-12-29 15:43:59"
"con_50df0fe14a329";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Valid Other Obj Cue";"valid cue where following stimulus was an untested or no response object";"2012-12-29 15:44:33"
"con_50df0ff82e373";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Valid Other Obj";"stimulus that was an untested or no response object and that followed a valid cue";"2012-12-29 15:44:56"
"con_50df10153b7bf";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Valid Other Greeble Cue";"valid cue where following stimulus was an untested or no response greeble";"2012-12-29 15:45:25"
"con_50df102bc3458";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Valid Other Greeble";"stimulus that was an untested or no response greeble and that followed a valid cue";"2012-12-29 15:45:47"
"con_50df10401ea84";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Invalid Other Greeble Cue";"invalid cue where following stimulus was an untested or no response greeble";"2012-12-29 15:46:08"
"con_50df10598b840";"usr_4cf5de07654c8";"trm_50df0dd9d0b6f";"Invalid Other Greeble";"stimulus that was an untested or no response greeble and that followed a invalid cue";"2012-12-29 15:46:33"
"con_50df74ef610eb";"usr_4cf5de07654c8";"trm_4da890594742a";"Look Neutral Cue";"participant views a cue that signals to look at a neutral image";"2012-12-29 22:55:43"
"con_50df751810f05";"usr_4cf5de07654c8";"trm_4da890594742a";"Look Negative Cue";"participant views a cue that signals to look at an aversive image";"2012-12-29 22:56:24"
"con_50df756e1d33c";"usr_4cf5de07654c8";"trm_4da890594742a";"Reappraise Negative Cue";"participant looks at a cue that signals to reappraise an aversive image";"2012-12-29 22:57:50"
"con_50df7707af0bb";"usr_4cf5de07654c8";"trm_4da890594742a";"look Neutral Stimulus";"participant views a neutral image";"2012-12-29 23:04:39"
"con_50df7733cfb90";"usr_4cf5de07654c8";"trm_4da890594742a";"Look Negative Stimulus";"participant views an aversive image";"2012-12-29 23:05:23"
"con_50df77948b9ad";"usr_4cf5de07654c8";"trm_4da890594742a";"Reappraise Negative Stimulus";"participant reappraises the emotional value of an aversive image so the emotional impact is less negative";"2012-12-29 23:07:00"
"con_50df78c4dd566";"usr_4cf5de07654c8";"trm_4da890594742a";"Look Neutral Rating";"participants rate their negative affect after a neutral stimulus";"2012-12-29 23:12:04"
"con_50df792ceb48a";"usr_4cf5de07654c8";"trm_4da890594742a";"Look Negative Rating";"participants rate their negative affect after an aversive stimulus";"2012-12-29 23:13:48"
"con_50df797fd16fc";"usr_4cf5de07654c8";"trm_4da890594742a";"Reappraise Negative Rating";"participants rate their negative affect after they were asked to reappraise an aversive image";"2012-12-29 23:15:11"
"con_50df7da4c458d";"usr_4cf5de07654c8";"trm_4da890594742a";"Look Neutral Anticipation";"anticipation trial that involves viewing a neutral cue without a neutral stimulus following the cue";"2012-12-29 23:32:52"
"con_50df7dc9acea8";"usr_4cf5de07654c8";"trm_4da890594742a";"Look Negative Anticipation";"anticipation trial that involves viewing a negative cue without a aversive stimulus following the cue";"2012-12-29 23:33:29"
"con_50df7e2f7195c";"usr_4cf5de07654c8";"trm_4da890594742a";"Reappraise Negative Anticipation";"anticipation trial that involves viewing a reappraisal cue without the aversive image appearing after the cue";"2012-12-29 23:35:11"
"con_50eb0a8e319e8";"usr_4de5345b3b6a8";"trm_50eb0a01bfd05";"control";"No background noise is heard; only the voice the participant is asked to repeat is audible.";"2013-01-07 17:49:02"
"con_50eb0acb0b7d8";"usr_4de5345b3b6a8";"trm_50eb0a01bfd05";"word in noise";"Noise, such as other voices conversing, is heard in the background, and the participant must discriminate the voice.";"2013-01-07 17:50:03"
"con_50eb0eb594ef3";"usr_4de5345b3b6a8";"trm_50eb0dc6668e1";"age";"this task is often administered at multiple time points to determine improvement";"2013-01-07 18:06:45"
"con_50eb12042553f";"usr_4de5345b3b6a8";"trm_50eb115b6c476";"Single dimension";"participants must match pictures based on one dimension (color, shape, type, size)";"2013-01-07 18:20:52"
"con_50eb123d568c0";"usr_4de5345b3b6a8";"trm_50eb115b6c476";"Switch dimensions";"participants must match pictures based on one dimension (color, shape, type, size), then switch to another. This may be repeated multiple times in one trial. ";"2013-01-07 18:21:49"
"con_50eb176d80cd0";"usr_4de5345b3b6a8";"trm_50eb17385e9a6";"1-List";"participants repeat items according to only one dimension";"2013-01-07 18:43:57"
"con_50eb17830016a";"usr_4de5345b3b6a8";"trm_50eb17385e9a6";"2-List";"participants repeat items according to two dimensions";"2013-01-07 18:44:18"
"con_50eb4dabf217b";"usr_4de5345b3b6a8";"trm_50eb4d3d96ff8";"left hand";"participant uses only the left hand to place and remove pegs";"2013-01-07 22:35:23"
"con_50eb4dbe3ac59";"usr_4de5345b3b6a8";"trm_50eb4d3d96ff8";"right hand";"participant uses only the right hand to place and remove pegs";"2013-01-07 22:35:42"
"con_50eb52b61eb0c";"usr_4de5345b3b6a8";"trm_50eb51c2cd9fe";"left hand";"participant uses only the left hand to squeeze dynamometer";"2013-01-07 22:56:54"
"con_50eb52c6989fd";"usr_4de5345b3b6a8";"trm_50eb51c2cd9fe";"right hand";"participant uses only the right hand to squeeze dynamometer";"2013-01-07 22:57:10"
"con_50eb55490a80d";"usr_4de5345b3b6a8";"trm_50eb54d78841b";"eyes open on solid surface";"";"2013-01-07 23:07:53"
"con_50eb55559d7fc";"usr_4de5345b3b6a8";"trm_50eb54d78841b";"eyes closed on a solid surface";"";"2013-01-07 23:08:05"
"con_50eb55639098e";"usr_4de5345b3b6a8";"trm_50eb54d78841b";"eyes open on a foam surface";"";"2013-01-07 23:08:19"
"con_50eb556ec4c57";"usr_4de5345b3b6a8";"trm_50eb54d78841b";"eyes closed on a foam surface";"";"2013-01-07 23:08:30"
"con_50eb558569fa5";"usr_4de5345b3b6a8";"trm_50eb54d78841b";"eyes open in tandem stance on a solid surface";"";"2013-01-07 23:08:53"
"con_50f37535cf238";"usr_4de5345b3b6a8";"trm_50f374718a91c";"right ear";"";"2013-01-14 03:02:13"
"con_50f3753fcc0b8";"usr_4de5345b3b6a8";"trm_50f374718a91c";"left ear";"";"2013-01-14 03:02:23"
"con_50f3818945a77";"usr_4de5345b3b6a8";"trm_50f38098952cb";"still";"participant does not move their head or body during the task";"2013-01-14 03:54:49"
"con_50f582ae00bbe";"usr_49a467bf4e0db";"trm_50f5822624e53";"suppression";"the subject must produce irrelevant speech during maintenance";"2013-01-15 16:24:14"
"con_50f582c38ea5f";"usr_49a467bf4e0db";"trm_50f5822624e53";"control";"the subject must maintain information without production)";"2013-01-15 16:24:35"
"con_50f7373e452f1";"usr_4de5345b3b6a8";"trm_50f7370ace495";"control";"the participant completes the task in what they would consider their normal state (naive to alterations by the experimenters)";"2013-01-16 23:26:54"
"con_50f7379834a1c";"usr_4de5345b3b6a8";"trm_50f7370ace495";"subjective state";"the participant completes the task after an alteration to their subjective state has been made by the researchers (drug administered, a specific emotion elicited, etc.)";"2013-01-16 23:28:24"
"con_50f73d738249e";"usr_4de5345b3b6a8";"trm_50f73d557c967";"fixed win";" subject is awarded 100 points for a correct decision regardless of the number of boxes opened";"2013-01-16 23:53:23"
"con_50f73d891f5be";"usr_4de5345b3b6a8";"trm_50f73d557c967";"decreasing win";"number of points that can be won for a correct decision starts at 250 and decreases by 10 points for every box touched";"2013-01-16 23:53:45"
