term;type;url
"visual illusion susceptibility";"task";"http://www.cognitiveatlas.org/id/trm_551b0dc4e4359"
"Visual Object Learning Test ";"task";"http://www.cognitiveatlas.org/id/trm_50f9daf1c3834"
"Visual Patterns Test";"task";"http://www.cognitiveatlas.org/id/trm_4da886fc2bc46"
"visual pursuit/tracking";"task";"http://www.cognitiveatlas.org/id/trm_4c8a85534241d"
"visual search task";"task";"http://www.cognitiveatlas.org/id/trm_4f2447fe67fb9"
"Visual world paradigm";"task";"http://www.cognitiveatlas.org/id/trm_55217c8179b00"
"visually guided saccade task";"task";"http://www.cognitiveatlas.org/id/trm_4f24108555294"
"visuospatial cueing task";"task";"http://www.cognitiveatlas.org/id/tsk_4a57abb949ee9"
"WAIS Arithmetic";"task";"http://www.cognitiveatlas.org/id/trm_5106f4dfe08b1"
"WAIS Comprehension";"task";"http://www.cognitiveatlas.org/id/trm_5106f82530aff"
"WAIS digit span";"task";"http://www.cognitiveatlas.org/id/trm_5106eee90937a"
"WAIS Object Assembly";"task";"http://www.cognitiveatlas.org/id/trm_51071fc87a61f"
"WAIS Picture Arrangement";"task";"http://www.cognitiveatlas.org/id/trm_51070ae889d95"
"WAIS Picture Completion";"task";"http://www.cognitiveatlas.org/id/trm_5107067241007"
"WAIS Similarities";"task";"http://www.cognitiveatlas.org/id/trm_510703e93367e"
"WAIS Vocabulary";"task";"http://www.cognitiveatlas.org/id/trm_5106f17025386"
"WAIS-Information";"task";"http://www.cognitiveatlas.org/id/trm_5106eae236c21"
"Warrington's Face/Word Recognition Test";"task";"http://www.cognitiveatlas.org/id/tsk_4a57abb949ef7"
"Wason card selection task";"task";"http://www.cognitiveatlas.org/id/trm_4f2449bdcb0b1"
"Wechsler Abbreviated Scale of Intelligence";"task";"http://www.cognitiveatlas.org/id/trm_4b94affc43245"
"Wechsler Adult Intelligence Scale - Revised";"task";"http://www.cognitiveatlas.org/id/tsk_4a57abb949f12"
"Wechsler Adult Intelligence Scale-Revised";"task";"http://www.cognitiveatlas.org/id/tsk_4a57abb949f04"
"Wechsler Intelligence Scale for Children - Revised";"task";"http://www.cognitiveatlas.org/id/trm_4da6338803ed2"
"Wechsler Memory Scale (IV)";"task";"http://www.cognitiveatlas.org/id/trm_4da63357e4999"
"Wechsler Memory Scale Fourth Edition";"task";"http://www.cognitiveatlas.org/id/trm_4b94b12bf0eb2"
"whistling";"task";"http://www.cognitiveatlas.org/id/trm_4c8a8575d1e55"
"why/how task";"task";"http://www.cognitiveatlas.org/id/trm_53c4465b0466f"
"Wilson+Niv";"task";"http://www.cognitiveatlas.org/id/trm_566747c3d757f"
"WISC-R Mazes";"task";"http://www.cognitiveatlas.org/id/trm_4b86c55f3d5df"
"Wisconsin card sorting test";"task";"http://www.cognitiveatlas.org/id/tsk_4a57abb949f21"
"word attack";"task";"http://www.cognitiveatlas.org/id/tsk_4a57abb949f2f"
"word comprehension task";"task";"http://www.cognitiveatlas.org/id/trm_4f240fbdf1601"
"word fluency test";"task";"http://www.cognitiveatlas.org/id/trm_4da633dbb5817"
"word generation task";"task";"http://www.cognitiveatlas.org/id/tsk_4a57abb949f3d"
"word identification";"task";"http://www.cognitiveatlas.org/id/tsk_4a57abb949f4a"
"word one-back task";"task";"http://www.cognitiveatlas.org/id/trm_4ebd482eba5b1"
"word stem completion (covert)";"task";"http://www.cognitiveatlas.org/id/trm_4c8a858da803d"
"word stem completion (overt)";"task";"http://www.cognitiveatlas.org/id/trm_4c8a85a4564b2"
"word-picture matching task";"task";"http://www.cognitiveatlas.org/id/trm_4f241ee9c4e37"
"word-picture verification task";"task";"http://www.cognitiveatlas.org/id/trm_4b65e5e2ab3ca"
"working memory fMRI task paradigm";"task";"http://www.cognitiveatlas.org/id/trm_550b50095d4a3"
"writing task";"task";"http://www.cognitiveatlas.org/id/trm_4c8a85c5c75eb"
"Young Mania Rating Scale";"task";"http://www.cognitiveatlas.org/id/trm_558702243da12"
"zoo map test";"task";"http://www.cognitiveatlas.org/id/trm_4da89089ce0af"
